day,drought period,CO2-e CO2 cumulative kg per ha - actual,CO2-e CH4 cumulative kg per ha - actual,CO2-e total cumulative kg per ha - actual,CO2-e CO2 cumulative kg per ha - baseline,CO2-e CH4 cumulative kg per ha - baseline,CO2-e total cumulative kg per ha - baseline,"CO2-e CO2 cumulative kg per ha - actual, high","CO2-e CH4 cumulative kg per ha - actual, high","CO2-e total cumulative kg per ha - actual, high","CO2-e CO2 cumulative kg per ha - baseline, high","CO2-e CH4 cumulative kg per ha - baseline, high","CO2-e total cumulative kg per ha - baseline, high","CO2-e CO2 cumulative kg per ha - actual, low","CO2-e CH4 cumulative kg per ha - actual, low","CO2-e total cumulative kg per ha - actual, low","CO2-e CO2 cumulative kg per ha - baseline, low","CO2-e CH4 cumulative kg per ha - baseline, low","CO2-e total cumulative kg per ha - baseline, low"
1,pre-drought,29.88427582,1102.849397,1132.733673,29.88427582,1102.849397,1132.733673,52.4969901,3186.799853,3239.296843,52.4969901,3186.799853,3239.296843,7.271561539,-981.1010587,-973.8294972,7.271561539,-981.1010587,-973.8294972
2,pre-drought,59.76855164,2205.698794,2265.467346,59.76855164,2205.698794,2265.467346,104.9939802,6373.599706,6478.593687,104.9939802,6373.599706,6478.593687,14.54312308,-1962.202117,-1947.658994,14.54312308,-1962.202117,-1947.658994
3,pre-drought,89.65282746,3308.548192,3398.201019,89.65282746,3308.548192,3398.201019,157.4909703,9560.39956,9717.89053,157.4909703,9560.39956,9717.89053,21.81468462,-2943.303176,-2921.488492,21.81468462,-2943.303176,-2921.488492
4,pre-drought,119.5371033,4411.397589,4530.934692,119.5371033,4411.397589,4530.934692,209.9879604,12747.19941,12957.18737,209.9879604,12747.19941,12957.18737,29.08624616,-3924.404235,-3895.317989,29.08624616,-3924.404235,-3895.317989
5,pre-drought,149.4213791,5514.246986,5663.668365,149.4213791,5514.246986,5663.668365,262.4849505,15933.99927,16196.48422,262.4849505,15933.99927,16196.48422,36.35780769,-4905.505294,-4869.147486,36.35780769,-4905.505294,-4869.147486
6,pre-drought,179.3056549,6617.096383,6796.402038,179.3056549,6617.096383,6796.402038,314.9819406,19120.79912,19435.78106,314.9819406,19120.79912,19435.78106,43.62936923,-5886.606352,-5842.976983,43.62936923,-5886.606352,-5842.976983
7,pre-drought,209.1899307,7719.945781,7929.135711,209.1899307,7719.945781,7929.135711,367.4789307,22307.59897,22675.0779,367.4789307,22307.59897,22675.0779,50.90093077,-6867.707411,-6816.80648,50.90093077,-6867.707411,-6816.80648
8,pre-drought,239.0742066,8822.795178,9061.869385,239.0742066,8822.795178,9061.869385,419.9759208,25494.39883,25914.37475,419.9759208,25494.39883,25914.37475,58.17249231,-7848.80847,-7790.635978,58.17249231,-7848.80847,-7790.635978
9,pre-drought,268.9584824,9925.644575,10194.60306,268.9584824,9925.644575,10194.60306,472.4729109,28681.19868,29153.67159,472.4729109,28681.19868,29153.67159,65.44405385,-8829.909529,-8764.465475,65.44405385,-8829.909529,-8764.465475
10,pre-drought,298.8427582,11028.49397,11327.33673,298.8427582,11028.49397,11327.33673,524.969901,31867.99853,32392.96843,524.969901,31867.99853,32392.96843,72.71561539,-9811.010587,-9738.294972,72.71561539,-9811.010587,-9738.294972
11,pre-drought,328.727034,12131.34337,12460.0704,328.727034,12131.34337,12460.0704,577.4668911,35054.79839,35632.26528,577.4668911,35054.79839,35632.26528,79.98717693,-10792.11165,-10712.12447,79.98717693,-10792.11165,-10712.12447
12,pre-drought,358.6113098,13234.19277,13592.80408,358.6113098,13234.19277,13592.80408,629.9638812,38241.59824,38871.56212,629.9638812,38241.59824,38871.56212,87.25873847,-11773.2127,-11685.95397,87.25873847,-11773.2127,-11685.95397
13,pre-drought,388.4955857,14337.04216,14725.53775,388.4955857,14337.04216,14725.53775,682.4608713,41428.39809,42110.85896,682.4608713,41428.39809,42110.85896,94.53030001,-12754.31376,-12659.78346,94.53030001,-12754.31376,-12659.78346
14,pre-drought,418.3798615,15439.89156,15858.27142,418.3798615,15439.89156,15858.27142,734.9578614,44615.19795,45350.15581,734.9578614,44615.19795,45350.15581,101.8018615,-13735.41482,-13633.61296,101.8018615,-13735.41482,-13633.61296
15,pre-drought,448.2641373,16542.74096,16991.0051,448.2641373,16542.74096,16991.0051,787.4548515,47801.9978,48589.45265,787.4548515,47801.9978,48589.45265,109.0734231,-14716.51588,-14607.44246,109.0734231,-14716.51588,-14607.44246
16,pre-drought,478.1484131,17645.59036,18123.73877,478.1484131,17645.59036,18123.73877,839.9518416,50988.79765,51828.74949,839.9518416,50988.79765,51828.74949,116.3449846,-15697.61694,-15581.27196,116.3449846,-15697.61694,-15581.27196
17,pre-drought,508.032689,18748.43975,19256.47244,508.032689,18748.43975,19256.47244,892.4488317,54175.5975,55068.04634,892.4488317,54175.5975,55068.04634,123.6165462,-16678.718,-16555.10145,123.6165462,-16678.718,-16555.10145
18,pre-drought,537.9169648,19851.28915,20389.20612,537.9169648,19851.28915,20389.20612,944.9458218,57362.39736,58307.34318,944.9458218,57362.39736,58307.34318,130.8881077,-17659.81906,-17528.93095,130.8881077,-17659.81906,-17528.93095
19,pre-drought,567.8012406,20954.13855,21521.93979,567.8012406,20954.13855,21521.93979,997.4428119,60549.19721,61546.64002,997.4428119,60549.19721,61546.64002,138.1596692,-18640.92012,-18502.76045,138.1596692,-18640.92012,-18502.76045
20,pre-drought,597.6855164,22056.98794,22654.67346,597.6855164,22056.98794,22654.67346,1049.939802,63735.99706,64785.93687,1049.939802,63735.99706,64785.93687,145.4312308,-19622.02117,-19476.58994,145.4312308,-19622.02117,-19476.58994
21,pre-drought,627.5697922,23159.83734,23787.40713,627.5697922,23159.83734,23787.40713,1102.436792,66922.79692,68025.23371,1102.436792,66922.79692,68025.23371,152.7027923,-20603.12223,-20450.41944,152.7027923,-20603.12223,-20450.41944
22,pre-drought,657.4540681,24262.68674,24920.14081,657.4540681,24262.68674,24920.14081,1154.933782,70109.59677,71264.53055,1154.933782,70109.59677,71264.53055,159.9743539,-21584.22329,-21424.24894,159.9743539,-21584.22329,-21424.24894
23,pre-drought,687.3383439,25365.53614,26052.87448,687.3383439,25365.53614,26052.87448,1207.430772,73296.39662,74503.8274,1207.430772,73296.39662,74503.8274,167.2459154,-22565.32435,-22398.07844,167.2459154,-22565.32435,-22398.07844
24,pre-drought,717.2226197,26468.38553,27185.60815,717.2226197,26468.38553,27185.60815,1259.927762,76483.19648,77743.12424,1259.927762,76483.19648,77743.12424,174.5174769,-23546.42541,-23371.90793,174.5174769,-23546.42541,-23371.90793
25,pre-drought,747.1068955,27571.23493,28318.34183,747.1068955,27571.23493,28318.34183,1312.424753,79669.99633,80982.42108,1312.424753,79669.99633,80982.42108,181.7890385,-24527.52647,-24345.73743,181.7890385,-24527.52647,-24345.73743
26,pre-drought,776.9911713,28674.08433,29451.0755,776.9911713,28674.08433,29451.0755,1364.921743,82856.79618,84221.71793,1364.921743,82856.79618,84221.71793,189.0606,-25508.62753,-25319.56693,189.0606,-25508.62753,-25319.56693
27,pre-drought,806.8754472,29776.93373,30583.80917,806.8754472,29776.93373,30583.80917,1417.418733,86043.59604,87461.01477,1417.418733,86043.59604,87461.01477,196.3321616,-26489.72859,-26293.39642,196.3321616,-26489.72859,-26293.39642
28,pre-drought,836.759723,30879.78312,31716.54285,836.759723,30879.78312,31716.54285,1469.915723,89230.39589,90700.31161,1469.915723,89230.39589,90700.31161,203.6037231,-27470.82964,-27267.22592,203.6037231,-27470.82964,-27267.22592
29,pre-drought,866.6439988,31982.63252,32849.27652,866.6439988,31982.63252,32849.27652,1522.412713,92417.19574,93939.60846,1522.412713,92417.19574,93939.60846,210.8752846,-28451.9307,-28241.05542,210.8752846,-28451.9307,-28241.05542
30,pre-drought,896.5282746,33085.48192,33982.01019,896.5282746,33085.48192,33982.01019,1574.909703,95603.9956,97178.9053,1574.909703,95603.9956,97178.9053,218.1468462,-29433.03176,-29214.88492,218.1468462,-29433.03176,-29214.88492
31,pre-drought,926.4125504,34188.33131,35114.74386,926.4125504,34188.33131,35114.74386,1627.406693,98790.79545,100418.2021,1627.406693,98790.79545,100418.2021,225.4184077,-30414.13282,-30188.71441,225.4184077,-30414.13282,-30188.71441
32,pre-drought,956.2968263,35291.18071,36247.47754,956.2968263,35291.18071,36247.47754,1679.903683,101977.5953,103657.499,1679.903683,101977.5953,103657.499,232.6899692,-31395.23388,-31162.54391,232.6899692,-31395.23388,-31162.54391
33,pre-drought,986.1811021,36394.03011,37380.21121,986.1811021,36394.03011,37380.21121,1732.400673,105164.3952,106896.7958,1732.400673,105164.3952,106896.7958,239.9615308,-32376.33494,-32136.37341,239.9615308,-32376.33494,-32136.37341
34,pre-drought,1016.065378,37496.87951,38512.94488,1016.065378,37496.87951,38512.94488,1784.897663,108351.195,110136.0927,1784.897663,108351.195,110136.0927,247.2330923,-33357.436,-33110.20291,247.2330923,-33357.436,-33110.20291
35,pre-drought,1045.949654,38599.7289,39645.67856,1045.949654,38599.7289,39645.67856,1837.394654,111537.9949,113375.3895,1837.394654,111537.9949,113375.3895,254.5046539,-34338.53706,-34084.0324,254.5046539,-34338.53706,-34084.0324
36,pre-drought,1075.83393,39702.5783,40778.41223,1075.83393,39702.5783,40778.41223,1889.891644,114724.7947,116614.6864,1889.891644,114724.7947,116614.6864,261.7762154,-35319.63811,-35057.8619,261.7762154,-35319.63811,-35057.8619
37,pre-drought,1105.718205,40805.4277,41911.1459,1105.718205,40805.4277,41911.1459,1942.388634,117911.5946,119853.9832,1942.388634,117911.5946,119853.9832,269.0477769,-36300.73917,-36031.6914,269.0477769,-36300.73917,-36031.6914
38,pre-drought,1135.602481,41908.2771,43043.87958,1135.602481,41908.2771,43043.87958,1994.885624,121098.3944,123093.28,1994.885624,121098.3944,123093.28,276.3193385,-37281.84023,-37005.52089,276.3193385,-37281.84023,-37005.52089
39,pre-drought,1165.486757,43011.12649,44176.61325,1165.486757,43011.12649,44176.61325,2047.382614,124285.1943,126332.5769,2047.382614,124285.1943,126332.5769,283.5909,-38262.94129,-37979.35039,283.5909,-38262.94129,-37979.35039
40,pre-drought,1195.371033,44113.97589,45309.34692,1195.371033,44113.97589,45309.34692,2099.879604,127471.9941,129571.8737,2099.879604,127471.9941,129571.8737,290.8624616,-39244.04235,-38953.17989,290.8624616,-39244.04235,-38953.17989
41,pre-drought,1225.255309,45216.82529,46442.0806,1225.255309,45216.82529,46442.0806,2152.376594,130658.794,132811.1706,2152.376594,130658.794,132811.1706,298.1340231,-40225.14341,-39927.00939,298.1340231,-40225.14341,-39927.00939
42,pre-drought,1255.139584,46319.67468,47574.81427,1255.139584,46319.67468,47574.81427,2204.873584,133845.5938,136050.4674,2204.873584,133845.5938,136050.4674,305.4055846,-41206.24447,-40900.83888,305.4055846,-41206.24447,-40900.83888
43,pre-drought,1285.02386,47422.52408,48707.54794,1285.02386,47422.52408,48707.54794,2257.370574,137032.3937,139289.7643,2257.370574,137032.3937,139289.7643,312.6771462,-42187.34553,-41874.66838,312.6771462,-42187.34553,-41874.66838
44,pre-drought,1314.908136,48525.37348,49840.28161,1314.908136,48525.37348,49840.28161,2309.867564,140219.1935,142529.0611,2309.867564,140219.1935,142529.0611,319.9487077,-43168.44658,-42848.49788,319.9487077,-43168.44658,-42848.49788
45,pre-drought,1344.792412,49628.22288,50973.01529,1344.792412,49628.22288,50973.01529,2362.364555,143405.9934,145768.358,2362.364555,143405.9934,145768.358,327.2202693,-44149.54764,-43822.32737,327.2202693,-44149.54764,-43822.32737
46,pre-drought,1374.676688,50731.07227,52105.74896,1374.676688,50731.07227,52105.74896,2414.861545,146592.7932,149007.6548,2414.861545,146592.7932,149007.6548,334.4918308,-45130.6487,-44796.15687,334.4918308,-45130.6487,-44796.15687
47,pre-drought,1404.560964,51833.92167,53238.48263,1404.560964,51833.92167,53238.48263,2467.358535,149779.5931,152246.9516,2467.358535,149779.5931,152246.9516,341.7633923,-46111.74976,-45769.98637,341.7633923,-46111.74976,-45769.98637
48,pre-drought,1434.445239,52936.77107,54371.21631,1434.445239,52936.77107,54371.21631,2519.855525,152966.393,155486.2485,2519.855525,152966.393,155486.2485,349.0349539,-47092.85082,-46743.81587,349.0349539,-47092.85082,-46743.81587
49,pre-drought,1464.329515,54039.62046,55503.94998,1464.329515,54039.62046,55503.94998,2572.352515,156153.1928,158725.5453,2572.352515,156153.1928,158725.5453,356.3065154,-48073.95188,-47717.64536,356.3065154,-48073.95188,-47717.64536
50,pre-drought,1494.213791,55142.46986,56636.68365,1494.213791,55142.46986,56636.68365,2624.849505,159339.9927,161964.8422,2624.849505,159339.9927,161964.8422,363.5780769,-49055.05294,-48691.47486,363.5780769,-49055.05294,-48691.47486
51,pre-drought,1524.098067,56245.31926,57769.41733,1524.098067,56245.31926,57769.41733,2677.346495,162526.7925,165204.139,2677.346495,162526.7925,165204.139,370.8496385,-50036.154,-49665.30436,370.8496385,-50036.154,-49665.30436
52,pre-drought,1553.982343,57348.16866,58902.151,1553.982343,57348.16866,58902.151,2729.843485,165713.5924,168443.4359,2729.843485,165713.5924,168443.4359,378.1212,-51017.25505,-50639.13385,378.1212,-51017.25505,-50639.13385
53,pre-drought,1583.866618,58451.01805,60034.88467,1583.866618,58451.01805,60034.88467,2782.340475,168900.3922,171682.7327,2782.340475,168900.3922,171682.7327,385.3927616,-51998.35611,-51612.96335,385.3927616,-51998.35611,-51612.96335
54,pre-drought,1613.750894,59553.86745,61167.61835,1613.750894,59553.86745,61167.61835,2834.837466,172087.1921,174922.0295,2834.837466,172087.1921,174922.0295,392.6643231,-52979.45717,-52586.79285,392.6643231,-52979.45717,-52586.79285
55,pre-drought,1643.63517,60656.71685,62300.35202,1643.63517,60656.71685,62300.35202,2887.334456,175273.9919,178161.3264,2887.334456,175273.9919,178161.3264,399.9358846,-53960.55823,-53560.62235,399.9358846,-53960.55823,-53560.62235
56,pre-drought,1673.519446,61759.56625,63433.08569,1673.519446,61759.56625,63433.08569,2939.831446,178460.7918,181400.6232,2939.831446,178460.7918,181400.6232,407.2074462,-54941.65929,-54534.45184,407.2074462,-54941.65929,-54534.45184
57,pre-drought,1703.403722,62862.41564,64565.81936,1703.403722,62862.41564,64565.81936,2992.328436,181647.5916,184639.9201,2992.328436,181647.5916,184639.9201,414.4790077,-55922.76035,-55508.28134,414.4790077,-55922.76035,-55508.28134
58,pre-drought,1733.287998,63965.26504,65698.55304,1733.287998,63965.26504,65698.55304,3044.825426,184834.3915,187879.2169,3044.825426,184834.3915,187879.2169,421.7505693,-56903.86141,-56482.11084,421.7505693,-56903.86141,-56482.11084
59,pre-drought,1763.172273,65068.11444,66831.28671,1763.172273,65068.11444,66831.28671,3097.322416,188021.1913,191118.5138,3097.322416,188021.1913,191118.5138,429.0221308,-57884.96247,-57455.94034,429.0221308,-57884.96247,-57455.94034
60,pre-drought,1793.056549,66170.96383,67964.02038,1793.056549,66170.96383,67964.02038,3149.819406,191207.9912,194357.8106,3149.819406,191207.9912,194357.8106,436.2936923,-58866.06352,-58429.76983,436.2936923,-58866.06352,-58429.76983
61,pre-drought,1822.940825,67273.81323,69096.75406,1822.940825,67273.81323,69096.75406,3202.316396,194394.791,197597.1074,3202.316396,194394.791,197597.1074,443.5652539,-59847.16458,-59403.59933,443.5652539,-59847.16458,-59403.59933
62,drought,1869.279057,66869.74728,68739.02634,1852.825101,68376.66263,70229.48773,3280.610326,194706.2502,197986.8605,3254.813386,197581.5909,200836.4043,457.9477892,-60966.75562,-60508.80783,450.8368154,-60828.26564,-60377.42883
63,drought,1915.61729,66465.68133,68381.29862,1882.709377,69479.51203,71362.2214,3358.904255,195017.7093,198376.6136,3307.310376,200768.3908,204075.7011,472.3303244,-62086.34665,-61614.01633,458.108377,-61809.3667,-61351.25832
64,drought,1961.955522,66061.61538,68023.5709,1912.593653,70582.36142,72494.95508,3437.198185,195329.1684,198766.3666,3359.807367,203955.1906,207314.998,486.7128597,-63205.93769,-62719.22483,465.3799385,-62790.46776,-62325.08782
65,drought,2008.293755,65657.54942,67665.84318,1942.477928,71685.21082,73627.68875,3515.492114,195640.6276,199156.1197,3412.304357,207141.9905,210554.2948,501.095395,-64325.52873,-63824.43333,472.6515,-63771.56882,-63298.91732
66,drought,2054.631987,65253.48347,67308.11546,1972.362204,72788.06022,74760.42242,3593.786044,195952.0867,199545.8727,3464.801347,210328.7903,213793.5917,515.4779303,-65445.11976,-64929.64183,479.9230616,-64752.66988,-64272.74682
67,drought,2100.970219,64849.41752,66950.38774,2002.24648,73890.90962,75893.1561,3672.079973,196263.5458,199935.6258,3517.298337,213515.5902,217032.8885,529.8604655,-66564.7108,-66034.85033,487.1946231,-65733.77094,-65246.57631
68,drought,2147.308452,64445.35157,66592.66002,2032.130756,74993.75901,77025.88977,3750.373903,196575.005,200325.3789,3569.795327,216702.39,220272.1853,544.2430008,-67684.30183,-67140.05883,494.4661847,-66714.87199,-66220.40581
69,drought,2193.646684,64041.28561,66234.9323,2062.015032,76096.60841,78158.62344,3828.667832,196886.4641,200715.1319,3622.292317,219889.1899,223511.4822,558.6255361,-68803.89287,-68245.26733,501.7377462,-67695.97305,-67194.23531
70,drought,2239.984917,63637.21966,65877.20458,2091.899307,77199.45781,79291.35711,3906.961762,197197.9232,201104.885,3674.789307,223075.9897,226750.779,573.0080714,-69923.4839,-69350.47583,509.0093077,-68677.07411,-68168.0648
71,drought,2286.323149,63233.15371,65519.47686,2121.783583,78302.3072,80424.09079,3985.255692,197509.3824,201494.638,3727.286297,226262.7896,229990.0759,587.3906067,-71043.07494,-70455.68433,516.2808693,-69658.17517,-69141.8943
72,drought,2332.661381,62829.08776,65161.74914,2151.667859,79405.1566,81556.82446,4063.549621,197820.8415,201884.3911,3779.783287,229449.5894,233229.3727,601.7731419,-72162.66597,-71560.89283,523.5524308,-70639.27623,-70115.7238
73,drought,2378.999614,62425.02181,64804.02142,2181.552135,80508.006,82689.55813,4141.843551,198132.3006,202274.1442,3832.280277,232636.3893,236468.6696,616.1556772,-73282.25701,-72666.10133,530.8239923,-71620.37729,-71089.5533
74,drought,2425.337846,62020.95585,64446.2937,2211.436411,81610.8554,83822.29181,4220.13748,198443.7598,202663.8972,3884.777268,235823.1891,239707.9664,630.5382125,-74401.84804,-73771.30983,538.0955539,-72601.47835,-72063.38279
75,drought,2471.676079,61616.8899,64088.56598,2241.320687,82713.70479,84955.02548,4298.43141,198755.2189,203053.6503,3937.274258,239009.989,242947.2633,644.9207478,-75521.43908,-74876.51833,545.3671154,-73582.57941,-73037.21229
76,drought,2518.014311,61212.82395,63730.83826,2271.204962,83816.55419,86087.75915,4376.725339,199066.678,203443.4034,3989.771248,242196.7888,246186.5601,659.303283,-76641.03012,-75981.72683,552.638677,-74563.68046,-74011.04179
77,drought,2564.352544,60808.758,63373.11054,2301.089238,84919.40359,87220.49283,4455.019269,199378.1371,203833.1564,4042.268238,245383.5887,249425.8569,673.6858183,-77760.62115,-77086.93533,559.9102385,-75544.78152,-74984.87129
78,drought,2610.690776,60404.69204,63015.38282,2330.973514,86022.25298,88353.2265,4533.313198,199689.5963,204222.9095,4094.765228,248570.3886,252665.1538,688.0683536,-78880.21219,-78192.14383,567.1818,-76525.88258,-75958.70078
79,drought,2657.029008,60000.62609,62657.6551,2360.85779,87125.10238,89485.96017,4611.607128,200001.0554,204612.6625,4147.262218,251757.1884,255904.4506,702.4508889,-79999.80322,-79297.35233,574.4533616,-77506.98364,-76932.53028
80,drought,2703.367241,59596.56014,62299.92738,2390.742066,88227.95178,90618.69385,4689.901057,200312.5145,205002.4156,4199.759208,254943.9883,259143.7475,716.8334241,-81119.39426,-80402.56083,581.7249231,-78488.0847,-77906.35978
81,drought,2749.705473,59192.49419,61942.19966,2420.626341,89330.80118,91751.42752,4768.194987,200623.9737,205392.1687,4252.256198,258130.7881,262383.0443,731.2159594,-82238.98529,-81507.76933,588.9964847,-79469.18576,-78880.18927
82,drought,2796.043706,58788.42824,61584.47194,2450.510617,90433.65057,92884.16119,4846.488916,200935.4328,205781.9217,4304.753188,261317.588,265622.3412,745.5984947,-83358.57633,-82612.97783,596.2680462,-80450.28682,-79854.01877
83,drought,2842.381938,58384.36228,61226.74422,2480.394893,91536.49997,94016.89486,4924.782846,201246.8919,206171.6748,4357.250178,264504.3878,268861.638,759.98103,-84478.16736,-83718.18633,603.5396077,-81431.38788,-80827.84827
84,drought,2888.72017,57980.29633,60869.0165,2510.279169,92639.34937,95149.62854,5003.076775,201558.3511,206561.4278,4409.747169,267691.1877,272100.9348,774.3635653,-85597.7584,-84823.39483,610.8111693,-82412.48893,-81801.67777
85,drought,2935.058403,57576.23038,60511.28878,2540.163445,93742.19877,96282.36221,5081.370705,201869.8102,206951.1809,4462.244159,270877.9875,275340.2317,788.7461005,-86717.34943,-85928.60333,618.0827308,-83393.58999,-82775.50726
86,drought,2981.396635,57172.16443,60153.56106,2570.047721,94845.04816,97415.09588,5159.664634,202181.2693,207340.934,4514.741149,274064.7874,278579.5285,803.1286358,-87836.94047,-87033.81183,625.3542924,-84374.69105,-83749.33676
87,drought,3027.734868,56768.09847,59795.83334,2599.931996,95947.89756,98547.82956,5237.958564,202492.7285,207730.687,4567.238139,277251.5872,281818.8254,817.5111711,-88956.53151,-88139.02033,632.6258539,-85355.79211,-84723.16626
88,drought,3074.0731,56364.03252,59438.10562,2629.816272,97050.74696,99680.56323,5316.252494,202804.1876,208120.4401,4619.735129,280438.3871,285058.1222,831.8937064,-90076.12254,-89244.22884,639.8974154,-86336.89317,-85696.99575
89,drought,3120.411332,55959.96657,59080.3779,2659.700548,98153.59635,100813.2969,5394.546423,203115.6467,208510.1931,4672.232119,283625.1869,288297.4191,846.2762416,-91195.71358,-90349.43734,647.168977,-87317.99423,-86670.82525
90,drought,3166.749565,55555.90062,58722.65018,2689.584824,99256.44575,101946.0306,5472.840353,203427.1058,208899.9462,4724.729109,286811.9868,291536.7159,860.6587769,-92315.30461,-91454.64584,654.4405385,-88299.09529,-87644.65475
91,drought,3213.087797,55151.83467,58364.92246,2719.4691,100359.2951,103078.7642,5551.134282,203738.565,209289.6993,4777.226099,289998.7866,294776.0127,875.0413122,-93434.89565,-92559.85434,661.7121,-89280.19635,-88618.48425
92,drought,3259.42603,54747.76871,58007.19474,2749.353375,101462.1445,104211.4979,5629.428212,204050.0241,209679.4523,4829.723089,293185.5865,298015.3096,889.4238475,-94554.48668,-93665.06284,668.9836616,-90261.2974,-89592.31374
93,drought,3305.764262,54343.70276,57649.46702,2779.237651,102564.9939,105344.2316,5707.722141,204361.4832,210069.2054,4882.22008,296372.3864,301254.6064,903.8063828,-95674.07772,-94770.27134,676.2552231,-91242.39846,-90566.14324
94,drought,3352.102494,53939.63681,57291.7393,2809.121927,103667.8433,106476.9653,5786.016071,204672.9424,210458.9584,4934.71707,299559.1862,304493.9033,918.188918,-96793.66875,-95875.47984,683.5267847,-92223.49952,-91539.97274
95,drought,3398.440727,53535.57086,56934.01158,2839.006203,104770.6927,107609.6989,5864.31,204984.4015,210848.7115,4987.21406,302745.9861,307733.2001,932.5714533,-97913.25979,-96980.68834,690.7983462,-93204.60058,-92513.80223
96,drought,3444.778959,53131.5049,56576.28386,2868.890479,105873.5421,108742.4326,5942.60393,205295.8606,211238.4646,5039.71105,305932.7859,310972.497,946.9539886,-99032.85083,-98085.89684,698.0699077,-94185.70164,-93487.63173
97,drought,3491.117192,52727.43895,56218.55614,2898.774755,106976.3915,109875.1663,6020.897859,205607.3198,211628.2176,5092.20804,309119.5858,314211.7938,961.3365239,-100152.4419,-99191.10534,705.3414693,-95166.8027,-94461.46123
98,drought,3537.455424,52323.373,55860.82842,2928.65903,108079.2409,111007.9,6099.191789,205918.7789,212017.9707,5144.70503,312306.3856,317451.0906,975.7190591,-101272.0329,-100296.3138,712.6130308,-96147.90376,-95435.29073
99,drought,3583.793656,51919.30705,55503.1007,2958.543306,109182.0903,112140.6336,6177.485718,206230.238,212407.7237,5197.20202,315493.1855,320690.3875,990.1015944,-102391.6239,-101401.5223,719.8845924,-97129.00482,-96409.12022
100,drought,3630.131889,51515.2411,55145.37298,2988.427582,110284.9397,113273.3673,6255.779648,206541.6972,212797.4768,5249.69901,318679.9853,323929.6843,1004.48413,-103511.215,-102506.7308,727.1561539,-98110.10587,-97382.94972
101,drought,3676.470121,51111.17514,54787.64526,3018.311858,111387.7891,114406.101,6334.073577,206853.1563,213187.2299,5302.196,321866.7852,327168.9812,1018.866665,-104630.806,-103611.9393,734.4277154,-99091.20693,-98356.77922
102,drought,3722.808354,50707.10919,54429.91754,3048.196134,112490.6385,115538.8347,6412.367507,207164.6154,213576.9829,5354.69299,325053.585,330408.278,1033.2492,-105750.397,-104717.1478,741.699277,-100072.308,-99330.60872
103,drought,3769.146586,50303.04324,54072.18982,3078.08041,113593.4879,116671.5683,6490.661436,207476.0746,213966.736,5407.189981,328240.3849,333647.5749,1047.631736,-106869.9881,-105822.3563,748.9708385,-101053.4091,-100304.4382
104,drought,3815.484818,49898.97729,53714.4621,3107.964685,114696.3373,117804.302,6568.955366,207787.5337,214356.489,5459.686971,331427.1847,336886.8717,1062.014271,-107989.5791,-106927.5648,756.2424001,-102034.5101,-101278.2677
105,drought,3861.823051,49494.91133,53356.73439,3137.848961,115799.1867,118937.0357,6647.249295,208098.9928,214746.2421,5512.183961,334613.9846,340126.1686,1076.396806,-109109.1701,-108032.7733,763.5139616,-103015.6112,-102252.0972
106,drought,3908.161283,49090.84538,52999.00667,3167.733237,116902.0361,120069.7693,6725.543225,208410.4519,215135.9952,5564.680951,337800.7844,343365.4654,1090.779341,-110228.7612,-109137.9818,770.7855231,-103996.7122,-103225.9267
107,drought,3954.499516,48686.77943,52641.27895,3197.617513,118004.8855,121202.503,6803.837155,208721.9111,215525.7482,5617.177941,340987.5843,346604.7622,1105.161877,-111348.3522,-110243.1903,778.0570847,-104977.8133,-104199.7562
